,Unnamed: 0,text,date,user,location,Clean_Tweet
24,24,"Even #BigPharma is admitting these Jabs are useless against the new #OmicronVarient, yet the only is solution is to… https://t.co/kxhSaloxzX",2021-12-05 20:33:43,JPfaff1028,NYC ,"Even is these are useless against the new , yet the only is solution is to …"
25,25,Why do they label the 3rd jab as a 'booster' when it's clear that it's not uniquely reserved for the vulnerable and… https://t.co/umQ27SXUm1,2021-12-05 20:27:15,BallyHell,Europe. ,Why do they label the rd jab as a ' booster ' when it ' s clear that it ' s not uniquely reserved for the vulnerable and …
26,26,"Today is brought to you by the letter I, for immunity. And also “it hurts so fucking much, this sucks” #BoosterShot",2021-12-05 20:23:48,abroshar,Alyeupkigna,"Today is brought to you by the letter I , for immunity . And also “ it so much , this ”"
27,27,I got my #BoosterShot yesterday! Yay! Please get vaccinated. #vaccine,2021-12-05 20:18:36,MMKhorshidian,"Massachusetts, USA",I got my yesterday ! ! Please get . vaccine
28,28,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-05 20:15:12,dswslc,"SL,UT",: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
29,29,"After two days of pains in left arm where I got booster shot, today I can say: #BoosterShot https://t.co/CwtI1Xrc1Q",2021-12-05 20:13:58,TREFAYNE,Rákosszentmihályi toronyváros,"After two days of in left arm where I got booster shot , today I can say :"
30,30,"Word to the wise: make sure that when you get your #boostershot, give yourself 24 hours to SITCHO AZZ DOWN. 

Don’t… https://t.co/DBS7hJhJgv",2021-12-05 19:54:01,KellyeComms,"Washington, D.C.","Word to the wise : make sure that when you get your , give yourself  to DOWN . Don ’ t …"
31,31,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-05 19:42:11,PaulPaul49,Liverpool UK,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
32,32,@CityofTampa where can we get the Johnson &amp; Johnson #boostershot?,2021-12-05 19:31:22,bobbiekingsbury,Tampa FL,where can we get the & ; ?
33,33,"RT @hamzaarehman: Take care of yourself and your family if you are 50 or above make sure to get the booster dose. 
@ShoaibRaahman
#BoosterS…",2021-12-05 19:29:03,DFoziaamir,,: Take care of yourself and your family if you are  or above make sure to get the booster dose . …
34,34,Oh hey did I say…I got my COVID booster shot yesterday. Easy peasy! Love thy neighbor by getting vaccinated… https://t.co/kgD0phM9a6,2021-12-05 19:26:20,KayKay68,,Oh hey did I say … I got my COVID booster shot yesterday . Easy peasy ! Love thy neighbor by getting …
35,35,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-05 19:14:08,JRegouc,,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
36,36,#Omicron may not have killed anyone yet but do people realize just how fatigued a few of them were for a day or so?… https://t.co/1oomHk7EwO,2021-12-05 18:58:38,Americaonward88,,Omicron may not have anyone yet but do people realize just how a few of them were for a day or so ?…
37,37,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-05 18:54:30,teambernie27001,"Maryland, USA",: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
38,38,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-05 18:34:03,littleone067,,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
39,39,Everyone who now has the booster shot should get a free lolly pop #Booster #BoosterShot  #CoronaVaccine,2021-12-05 18:22:51,Elf_X_Stacy,"Berlin, Germany",Everyone who now the booster shot should get a free lolly pop Booster
40,40,@DrAmbrishMithal How many days after #Dose2 the #BoosterShot should be administered? How important is it for #patients with comorbidities?,2021-12-05 18:09:22,swatantrasoul,"लखनऊ, भारत",How many days after Dose the should be ? How important is it for with ?
41,41,"RT @ChangeMyMindPlz: I trust science to get me out of this pandemic.

You might say I am relying on NERD Immunity 🤪

#vaccine #mRNA #Booste…",2021-12-05 17:55:40,BoontonKaT,USA,: I trust science to get me out of this pandemic . You might say I am on Immunity 🤪 vaccine …
42,42,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-05 17:51:52,HilaryWollis,"Kingston, Ontario",: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
43,43,RT @sharron_honey: Just get vaccinated !!! #CovidVaccine #BoosterShot,2021-12-05 17:32:47,cmwheatley56,"Hatherleigh, England",honey : Just get !!!
44,44,RT @ResistanceInRed: I will be eligible for my #BoosterShot next month. AND I will most certainly get it!,2021-12-05 17:17:04,GeorgeStoneWall,,: I will be eligible for my next month . AND I will most certainly get it !
45,45,My fully vaccinated friend tested positive for the Vid one week after receiving her booster shot. #BoosterShot,2021-12-05 17:11:13,itscollmc,,My fully friend tested positive for the one week after her booster shot .
46,46,"Well? We’re waiting…

#willywonka #mask #maskup #masks #masking #covid #COVID19 #covid_19 #covidvacccine… https://t.co/qenI9ptGNT",2021-12-05 17:10:34,LibtardReportUS,United States,Well ? We ’ re waiting … mask covid COVID covid  …
47,47,If this are not the cutest ornaments for 2021.  #2021ornaments  #vacinnated  #boostershot  #2021 https://t.co/M1qNkPVbuy,2021-12-05 17:09:40,MzSeductiveT,DC/MD,If this are not the for  . ornaments 
48,48,"RT @DAPFpodcast: NEW #Podcast Later today!! Till then, Please enjoy Dark Angels &amp; Pretty Freaks Podcast #351 “Naily #Toes” #Married #Chatti…",2021-12-05 17:05:36,ScarifMike,UK,": NEW Later today !! Till then , Please enjoy Dark & ; Pretty  “ Naily ” Married …"
49,49,"NEW #Podcast Later today!! Till then, Please enjoy Dark Angels &amp; Pretty Freaks Podcast #351 “Naily #Toes” #Married… https://t.co/ff34Openjt",2021-12-05 17:05:00,DAPFpodcast,"Napa, California","NEW Later today !! Till then , Please enjoy Dark & ; Pretty  “ Naily ” Married …"
50,50,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-05 16:53:28,DianeFreeling,"Calgary, Alberta",: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
51,51,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-05 16:52:32,severeconservat,The Right Side Of History,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
52,52,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-05 16:40:09,1sassysnowflake,,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
53,53,"Again, #TheNetherlands - #Fraud with birth years in order to receive a #BoosterShot ahead of those who really need… https://t.co/PxmeS79mKc",2021-12-05 16:38:13,scruffy65,Near the Wadden Sea.,"Again , - Fraud with birth in order to receive a ahead of those who really need …"
54,54,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-05 16:35:53,lmv6719,"East Gwillimbury, Ontario",: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
55,55,"RT @ChangeMyMindPlz: I trust science to get me out of this pandemic.

You might say I am relying on NERD Immunity 🤪

#vaccine #mRNA #Booste…",2021-12-05 16:33:31,Mondakwe,"Nevada, USA",: I trust science to get me out of this pandemic . You might say I am on Immunity 🤪 vaccine …
56,56,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-05 16:30:20,DakaBlink,"San Francisco, CA",: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
57,57,RT @AngelsFreak7: Dark Angels &amp; Pretty Freaks #Podcast #351 “Naily Toes” #Married #Chatting #Life #Unedited #Thankful 4 everyone still list…,2021-12-05 16:28:51,ResslerManiac,,: Dark & ; Pretty  “ Naily ” Married Chatting Life Unedited Thankful  everyone still list …
58,58,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-05 16:27:21,dmac5dmark2,"Jeju Island, South Korea",: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
59,59,"#Hope #NYC #COVID19 #BoosterShot #Vaccinations 5 boroughs #877VAX4NYC (877-829-4692)
#NY #833NYS4VAX (833-697-4829) https://t.co/5huZVP7wxd",2021-12-05 16:27:00,Joeanthony_nyc,#StGeorge~#StatenIsland~#NYC,Hope COVID  VAXNYC (  -  -  ) NYSVAX (  -  -  )
60,60,My husband and I are both getting our @moderna_tx #COVID19 #BoosterShot tomorrow. https://t.co/t8k1Kyc6oH,2021-12-05 16:22:25,zabackj,"New Jersey, USA",My husband and I are both getting our COVID tomorrow .
61,61,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-05 16:18:55,Peninna95697909,,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
62,62,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-05 16:15:06,cherOMG50,"Texas, USA",: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
63,63,"His eyes, people - he does not look happy at all... and a little bit concerned. I think he hopes, that he's not get… https://t.co/tUDomddBYj",2021-12-05 16:07:26,otrador,Germany,"His , people - he does not look happy at all ... and a little bit concerned . I think he , that he ' s not get …"
64,64,Gotta have my COVID-19 booster AND the Flu jab on Wednesday! 🤦🏻‍♂️ I’m sick of being pricked this year 💉🤣 so glad I… https://t.co/0em5xsJacK,2021-12-05 15:52:51,DMA2619,MARS 🛸,have my COVID -  booster AND the Flu jab on ! 🤦🏻‍♂️ I ’ m sick of being pricked this year 💉🤣 so glad I …
65,65,RT @tmprowell: Question for #MedTwitter &amp; scientists. If a #boostershot is authorized this winter by FDA &amp; CDC for 16-17 yr olds 6+ mos aft…,2021-12-05 15:48:22,AMJohnston1315,"Palmetto bay, florida",: Question for & ; . If a is authorized this winter by & ; for  -  yr  + aft …
66,66,@Eagleeyejohnso1 @CryptoGoblin21 @AndySwan The vaccine is riskier. I haven’t wore a mask the whole time. It’s about… https://t.co/iI3fInfL4y,2021-12-05 15:43:24,Flores_gGonza_,,The vaccine is . I haven ’ t wore a mask the whole time . It ’ s about …
67,67,Dark Angels &amp; Pretty Freaks #Podcast #351 “Naily Toes” #Married #Chatting #Life #Unedited #Thankful 4 everyone stil… https://t.co/NHwp4PbzeD,2021-12-05 15:34:34,wiretechgirl,,Dark & ; Pretty  “ Naily ” Married Chatting Life Unedited Thankful  everyone …
68,68,"NEW #Podcast Later today!! Till then, Please enjoy Dark Angels &amp; Pretty Freaks Podcast #351 “Naily #Toes” #Married… https://t.co/X3utdzcrqC",2021-12-05 15:33:16,wiretechgirl,,"NEW Later today !! Till then , Please enjoy Dark & ; Pretty  “ Naily ” Married …"
69,69,"NEW #Podcast Later today!! Till then, Please enjoy Dark Angels &amp; Pretty Freaks Podcast #351 “Naily #Toes” #Married… https://t.co/6FXcIdXn6y",2021-12-05 15:30:00,OriginalNFV,"Napa, California","NEW Later today !! Till then , Please enjoy Dark & ; Pretty  “ Naily ” Married …"
70,70,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-05 15:04:50,HingYM,Earth,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
71,71,"Getting my #BoosterShot tomorrow at @DurhamHealth 😁🥳 
NOT at @ShopprsDrugMart 
#VoteFordOut2022 #VoteThemAllOut2022",2021-12-05 14:58:32,IsabellaBardoel,Canada,Getting my tomorrow at 😁🥳 NOT at VoteFordOut VoteThemAllOut
72,72,"NEW #Podcast Later today!! Till then, Please enjoy Dark Angels &amp; Pretty Freaks Podcast #351 “Naily #Toes” #Married… https://t.co/oXCOetfXHe",2021-12-05 14:45:00,AngelsFreak7,"Napa, California","NEW Later today !! Till then , Please enjoy Dark & ; Pretty  “ Naily ” Married …"
73,73,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-05 14:31:56,nitisac,,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
74,74,"RT @DAPFpodcast: NEW #Podcast Later today!! Till then, Please enjoy Dark Angels &amp; Pretty Freaks Podcast #351 “Naily #Toes” #Married #Chatti…",2021-12-05 14:29:05,ScarifMike,UK,": NEW Later today !! Till then , Please enjoy Dark & ; Pretty  “ Naily ” Married …"
75,75,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-05 14:24:59,jo_dilley,,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
76,76,"RT @DAPFpodcast: NEW #Podcast Later today!! Till then, Please enjoy Dark Angels &amp; Pretty Freaks Podcast #351 “Naily #Toes” #Married #Chatti…",2021-12-05 14:23:27,bloodnblackrum,"Gloversville, NY",": NEW Later today !! Till then , Please enjoy Dark & ; Pretty  “ Naily ” Married …"
77,77,RT @alexaforcouncil: I just got my booster at the NYC mobile vaccine clinic. Protect yourself and your community! Get boosted! #vaccinated…,2021-12-05 14:20:07,Djawms42J,,: I just got my booster at the mobile vaccine clinic . Protect yourself and your community ! Get ! …
78,78,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-05 14:18:31,SharynLeeMcG,Australia,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
79,79,Might be speaking too soon but after getting my #booster (#moderna) I've been taking #benadryl and staying very hyd… https://t.co/6Q5L4EU3qL,2021-12-05 14:16:09,wiccxnbxtch,,Might be speaking too soon but after getting my booster ( ) I ' been taking and very …
80,80,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-05 14:15:34,EvelynComadre,,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
81,81,RT @tmprowell: Question for #MedTwitter &amp; scientists. If a #boostershot is authorized this winter by FDA &amp; CDC for 16-17 yr olds 6+ mos aft…,2021-12-05 14:13:19,tmprowell,"Maryland, USA",: Question for & ; . If a is authorized this winter by & ; for  -  yr  + aft …
82,82,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-05 14:09:01,_NurseRatchet,Vogues and Elbows,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
83,83,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-05 14:07:34,dinad13,Austin,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
84,84,I thought the moderna booster would fuck me up less than the second shot 🤡🤡🤡I had to lay in the bath for 2 hours ju… https://t.co/QMCvK7OzpM,2021-12-05 14:07:01,kawaii_fairie,,I thought the booster would me up less than the second shot 🤡🤡🤡 I had to lay in the bath for  …
85,85,Hey everyone thanks so much for the responses to my query on my #BoosterVaccine #BoosterShot I get it tomorrow so I… https://t.co/cuLtiEF8kf,2021-12-05 14:06:34,IAmSophiaNelson,Commonwealth of Virginia,Hey everyone thanks so much for the to my query on my I get it tomorrow so I …
86,86,Knocked out by the booster. Eating too much and rewatching my favorite movies. Could be worse. #vaccinated… https://t.co/c0v0PUnWAr,2021-12-05 14:04:04,Cor0815,,out by the booster . Eating too much and my favorite . Could be worse . …
87,87,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-05 14:03:58,aimi_sa95,,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
88,88,"But just in case. Have your 3rd 4th 5th and 6th doses
#OmicronVirus #BoosterShots #BoosterShot #COVID19… https://t.co/RhHawiS0RH",2021-12-05 14:03:54,TheBoltonBosher,"Bolton, England",But just in case . Have your rd th th and th COVID …
89,89,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-05 14:02:09,Just1921,"Westbury, NY",: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
90,90,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-05 14:02:03,NancyBeigel,Maryland,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
91,91,@funder EggNog ...and EggNog with Capt'n Morgan's Spiced Dark Rum help make the 🎄holidays🎄 Merry and 🌟Bright.🌟  Jan… https://t.co/whlVY0cDOc,2021-12-05 13:57:44,Grace516G,"37°55'36.7248'N 78°1'29.6472""W",EggNog ... and EggNog with ' n Morgan ' s Spiced Dark Rum help make the 🎄 🎄 Merry and 🌟 Bright .🌟 …
92,92,"RT @DAPFpodcast: NEW #Podcast Later today!! Till then, Please enjoy Dark Angels &amp; Pretty Freaks Podcast #351 “Naily #Toes” #Married #Chatti…",2021-12-05 13:55:17,IndieAngles,,": NEW Later today !! Till then , Please enjoy Dark & ; Pretty  “ Naily ” Married …"
93,93,"RT @DAPFpodcast: NEW #Podcast Later today!! Till then, Please enjoy Dark Angels &amp; Pretty Freaks Podcast #351 “Naily #Toes” #Married #Chatti…",2021-12-05 13:54:57,AngelsFreak7,"Napa, California",": NEW Later today !! Till then , Please enjoy Dark & ; Pretty  “ Naily ” Married …"
94,94,RT @sharron_honey: Just get vaccinated !!! #CovidVaccine #BoosterShot,2021-12-05 13:50:37,ApplecrossAntiq,Shrewsbury ~ United Kingdom,honey : Just get !!!
95,95,"FYI... Half dose Moderna boosters still hurt! Arm is still sore! 

I wouldn't normally bitch about pain but I teach… https://t.co/VSyqRGO150",2021-12-05 13:46:26,MsNenette,"Winnipeg, Manitoba",... Half dose still hurt ! Arm is still sore ! I ' t normally bitch about pain but I teach …
96,96,"@RealHughJackman Whatever it takes to beat this!
#GetVaccinated #BoosterShot",2021-12-05 13:45:13,ImTheRealDita,,Whatever it to beat this !
97,97,"NEW #Podcast Later today!! Till then, Please enjoy Dark Angels &amp; Pretty Freaks Podcast #351 “Naily #Toes” #Married… https://t.co/v3xBkJXOSa",2021-12-05 13:44:32,DAPFpodcast,"Napa, California","NEW Later today !! Till then , Please enjoy Dark & ; Pretty  “ Naily ” Married …"
98,98,"FYI... Half dose Moderna boosters still hurt! Arm is still sore! 

I wouldn't normally bitch about pain but I teach… https://t.co/9wr0yjg3kQ",2021-12-05 13:43:36,MsNenette,"Winnipeg, Manitoba",... Half dose still hurt ! Arm is still sore ! I ' t normally bitch about pain but I teach …
99,99,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-05 13:42:05,longy0601,,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
100,100,"RT @ChangeMyMindPlz: I trust science to get me out of this pandemic.

You might say I am relying on NERD Immunity 🤪

#vaccine #mRNA #Booste…",2021-12-05 13:30:14,pak38197,"Rutland, MA",: I trust science to get me out of this pandemic . You might say I am on Immunity 🤪 vaccine …
101,101,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-05 13:20:21,cocosette7,,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
102,102,RT @sharron_honey: Just get vaccinated !!! #CovidVaccine #BoosterShot,2021-12-05 13:18:36,1SteveMackie,"England, United Kingdom",honey : Just get !!!
103,103,RT @sharron_honey: Just get vaccinated !!! #CovidVaccine #BoosterShot,2021-12-05 13:17:22,WendyNowak,London,honey : Just get !!!
104,104,"RT @ChangeMyMindPlz: I trust science to get me out of this pandemic.

You might say I am relying on NERD Immunity 🤪

#vaccine #mRNA #Booste…",2021-12-05 13:16:44,AllenEmmett,"Rougemont, NC, USA",: I trust science to get me out of this pandemic . You might say I am on Immunity 🤪 vaccine …
105,105,RT @sharron_honey: Just get vaccinated !!! #CovidVaccine #BoosterShot,2021-12-05 13:16:42,ColinFiery,Lincolnshire,honey : Just get !!!
106,106,Just get vaccinated !!! #CovidVaccine #BoosterShot https://t.co/8TLF534lEL,2021-12-05 13:14:43,sharron_honey,"North West, England",Just get !!!
107,107,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-05 13:14:38,ehfcca,Canada,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
108,108,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-05 13:14:00,1FreshTake,USA,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
109,109,"RT @ChangeMyMindPlz: I trust science to get me out of this pandemic.

You might say I am relying on NERD Immunity 🤪

#vaccine #mRNA #Booste…",2021-12-05 13:11:19,droeske2,,: I trust science to get me out of this pandemic . You might say I am on Immunity 🤪 vaccine …
110,110,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-05 13:00:51,nl8_nl,,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
111,111,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-05 12:37:58,FreeSpeech_0,,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
112,112,"RT @ChangeMyMindPlz: I trust science to get me out of this pandemic.

You might say I am relying on NERD Immunity 🤪

#vaccine #mRNA #Booste…",2021-12-05 12:26:19,9carol3,"southwest Michigan, USA",: I trust science to get me out of this pandemic . You might say I am on Immunity 🤪 vaccine …
113,113,"RT @hamzaarehman: Take care of yourself and your family if you are 50 or above make sure to get the booster dose. 
@ShoaibRaahman
#BoosterS…",2021-12-05 12:26:16,Ibrahimalvari,,: Take care of yourself and your family if you are  or above make sure to get the booster dose . …
114,114,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-05 12:19:58,EdwinJoseph53,,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
115,115,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-05 12:17:25,210_pau,Chile,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
116,116,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-05 12:11:56,JamesKAArcher,,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
117,117,"@Just_My_2Cents_ 3. ,...just TOOK A WHILE to get appointment for...,,(December 4, 2021; 13:36 EST) #BOOSTERVACCINE… https://t.co/sptlOMopwG",2021-12-05 12:07:21,ActivistBowen2,Hong Kong,"My Cents  . ,... just TOOK A WHILE to get appointment for ...,,(  ,  ;  :  ) …"
118,118,"@Just_My_2Cents_ 1. GETTING THIS DECEMBER 13, 2021...,(December 4, 2021; 13:36 EST) #BOOSTERVACCINE #BOOSTERSHOTS #BOOSTERSHOT",2021-12-05 12:04:20,ActivistBowen2,Hong Kong,"My Cents  . GETTING THIS  ,  ...,(  ,  ;  :  )"
119,119,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-05 12:03:12,RuchiAngrish,"Noida, India",: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
120,120,"@Carol_805  ,...GETTING my THIRD shot DECEMBER 13, 2021 #BOOSTERVACCINE #BOOSTERSHOTS #BOOSTERSHOT #PFIZER",2021-12-05 11:59:06,ActivistBowen2,Hong Kong," ,... GETTING my THIRD shot  , "
121,121,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-05 11:30:10,Paul_Hatchwell,,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
122,122,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-05 11:22:44,nancykoehn,"Boston, MA",: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
123,123,Gotta get that #BoosterShot now more than ever! 💉,2021-12-05 11:22:26,FirefoxGuy,,get that now more than ever ! 💉
124,124,I've just walked in to Fermanagh Lakeland Forum and had my #BoosterShot. If 3 months have passed since your 2nd dos… https://t.co/iRoMp2t2KN,2021-12-05 11:16:15,BroughCurrie,Éire ,I ' just in to Lakeland Forum and had my . If  have since your nd dos …
125,125,"RT @ChangeMyMindPlz: I trust science to get me out of this pandemic.

You might say I am relying on NERD Immunity 🤪

#vaccine #mRNA #Booste…",2021-12-05 11:05:44,Edwantstrumpout,,: I trust science to get me out of this pandemic . You might say I am on Immunity 🤪 vaccine …
126,126,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-05 11:00:05,CarolWh39009963,,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
127,127,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-05 10:48:07,ChristianHalper,,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
128,128,@HardeepSPuri @jairamthakurbjp @mansukhmandviya @PMOIndia @narendramodi @MoHFW_INDIA @PIB_India @mygovindia… https://t.co/1cVgwp6iMg,2021-12-05 10:47:42,suhanasight,,…
129,129,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-05 10:46:00,seal_eco,"Edinburgh, Scotland",: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
130,130,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-05 10:26:14,DavidHa30584721,,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
